281471083157321,281471083157321,PUB,AR,Argentina,Ciudad Autonoma de Buenos Aires,Buenos Aires,FDCServers.net,fdcservers.net,DCH,174,COGENT-174
281471099605398,281471099605398,PUB,AR,Argentina,Cordoba,Cordoba,Telecom Argentina S.A.,telecom.com.ar,ISP/MOB,10318,Telecom Argentina S.A.
